IDCOMMANDES;NUMCOMMANDE;IDOFFRES;DATECOMMANDE;MONTANTHONOTAIRE;DATEDEMARRAGE;DUREE;NUMAFFAIRE;ADRESSEFACTURATION;EXONERETVA;PRECOMPTETVA
235;P-270-08/EMK;243;31/10/2008;100000;31/10/2008;1 journÇe;1393-CT-08;12, bis route du front de terre - DerklÈ;0;0
236;P-272-08/NGD;244;04/11/2008;423729;04/11/2008;5 jours ouvrables ;1394-CT-08;KM 8.5 ROUTE DE RUFISQUE ;0;0
237;N¯0026596;245;25/01/2006;8000000;07/02/2006;10 mois;879-CT-06;"Avenue FÈlix EbouÇ x Route des Brasserie
BP 737 - DAKAR
";0;1
238;P-278-08/ABK;246;17/11/2008;100000;17/11/2008;5 jours ;1395-CT-08;Autoroute x croisement CambËrËne - Dakar ;0;0
239;P-282-08/FS;247;18/11/2008;127118;19/11/2008;5 jours ;1396-CT-08;Dieuppeul 2 - DAKAR ;0;0
240;P-281-08/NGD;248;21/11/2008;300000;21/11/2008;5 jours;1397-CT-08;Avenue pasteur -plateau DAKAR ;0;0
241;P-287-08/EMK;249;24/11/2008;100000;25/11/2008;1 journÇe ;1398-CT-08;CitÈ SIPRES 5 N∞ 693 Cap des biches - Rufisque ;0;0
242;P-285-08/NGD;250;25/11/2008;1200000;25/11/2008;5 mois ;1399-CT-08;Rue Faidherbe LÈona - Kaolack ;0;0
243;2040;257;03/12/2008;900000;03/12/2008;15 Jours ;1401-CT-08;97, Avenue AndrÈ Peytavin ;0;0
244;P-249A-08/SN;289;11/12/2008;10000000;12/12/2008;12 mois ;1402-CT-08;Sicap AmitiÈ III villa N∞ 4331 - Bourguiba;0;0
246;P-290A-08/MP;326;16/12/2008;1900000;16/12/2008;6 mois ;1404-CT-08;6, route de Ngor - Ngor Almadies - DAKAR ;0;0
248;P-109A-08/NGD;328;17/12/2008;3600000;17/12/2008;23 mois ;1405-CT-08;Rocade Fann Bel Air  - DAKAR ;0;0
249;P-254-08/BE;330;18/12/2008;13194915;18/12/2008;24 mois ;1406-CT-08;Patte d'Oie Builders A12 bis  - DAKAR ;0;0
250;P-300-08/NGD ;331;18/12/2008;3100000;18/12/2008;07 mois ;1407-CT-08;32, Mermoz SATREC - DAKAR ;0;0
251;P-305-08/NGD;332;26/12/2008;3200000;26/12/2008;12 mois ;1408-CT-08;47, SIPRES Mermoz - DAKAR ;0;0
252;08/158;333;05/01/2009;23364195;05/01/2009;16 mois ;1409-CT-09;Avenue Birago Diop x rue B - Point E - DAKAR ;0;0
253;P-299A-08/NGD ;334;06/01/2009;1500000;06/01/2009;6 mois ;1410-CT-09;5, rue FÈlix EbouÇ - DAKAR ;0;0
254;P-280A-08/NGD;335;15/01/2009;3800000;15/01/2009;12 mois ;1411-CT-09;Rue 4 x A et B - Point E - Immeuble Arcanes - 1er Ètage - DAKAR ;0;0
255;P-308-08/MD;336;15/01/2009;1355932;15/01/2009;8 mois ;1412-CT-09;touba;1;0
256;P-007-09/MP;337;15/01/2009;100000;15/01/2009;5 jours ;1413-CT-09;HLM4  - N∞ 1467 bis ;0;0
257;P-309-08/MD ;338;22/01/2009;200000;22/01/2009;5 jours ;1414-CT-09;Hann Mariste villa N∞ 70 - DAKAR ;0;0
258;P-014A-09;339;29/01/2009;3500000;29/01/2009;8 mois ;1415-CT-09;30, zone SONEPI;1;0
259;P-021-09/FS;340;02/02/2009;169492;02/02/2009;1 journÇe ;1416-CT-09;SONEPI N∞14 - Dakar BP 26285;0;0
260;P-029-09/NGD ;341;02/02/2009;211000;02/02/2009;5 jours ;1417-CT-09;HLM 5 - Immeuble P 1er Ètage  - Dakar ;0;0
261;AVENANT N∞06/140;342;03/02/2009;7365424;03/02/2009;30 mois ;1418-CT-09;SacrÈ Coeur II villa N∞ 8494 - DAKAR ;0;0
262;P-262A-08/BE ;343;05/02/2009;3000000;05/02/2009;;1419-CT-09;41, Rue Carnot  / Dakar ;0;0
263;P-043-09/NGD;344;05/02/2009;150000;05/02/2009;5 jours ouvrable s;1420-CT-09;"Front de terre x bourguiba  - CitÈ CODENS 
DAKAR ";0;0
264;P-032-09/NGD ;345;05/02/2009;1694915;05/02/2009;8 mois ;1421-CT-09;Parcelles Assainies U12 villa N∞ 203 - DAKAR ;0;0
265;P-028B-09/BE;346;05/02/2009;1000000;05/02/2009;25 jours ;1422-CT-09;Immeuble RÈsidence Rond Point Jet d'eau - sicap libertÈ II - Porte 39 Esc. B - DAKAR;0;0
266;P-017-09/MP;347;06/02/2009;2700000;06/02/2009;3 mois ;1423-CT-09;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
267;P-018-09/MP;348;06/02/2009;1000000;06/02/2009;2 mois ;1424-CT-09;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
268;P-019-09/MP;349;06/02/2009;1500000;06/02/2009;2 mois ;1425-CT-09;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
269;P-036A-09/BE;350;09/02/2009;1694915;09/02/2009;12 mois ;1426-CT-09;Lot N∞ 9 - Camp PÈnal  - LibertÈ 6 - dakar ;0;0
270;BC N∞0002845 ;351;09/02/2009;1500000;09/02/2009;3 MOIS ;1427-CT-09;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
271;P-031A-09/NGD;352;10/02/2009;2200000;10/02/2009;8 mois ;1428-CT-09;CitÈ AssemblÈe Nationale 178 - Ouakam - DAKAR ;0;0
272;P-047A-09/FS;353;10/02/2009;211864;10/02/2009;24 heures ;1429-CT-09;36, Nord Foire - DAKAR ;0;0
273;P-044-09/EMK;354;10/02/2009;400000;11/02/2009;10 jours ;1430-CT-09;Km 14, Route de Rufisque - DAKAR ;0;0
274;P-039A-09/SN ;355;11/02/2009;3000000;11/02/2009;14 mois ;1431-CT-09;77/C15, Bld GÈnÈral de Gaulle  - DAKAR ;0;0
275;P-294-08/NGD;356;12/02/2009;250000;12/02/2009;5 jours ouvrables ;1432-CT-09;4, rue, Joris, place de la gare;0;0
276;P-003-09/AKF;357;17/02/2009;423729;17/02/2009;5 jours ouvrables ;1433-CT-09;Avenue FÈlix EbouÇ x Route des Brasseries - DAKAR ;0;0
277;P-055-09/NGD ;358;19/02/2009;200000;19/02/2009;5 jours ouvrables ;1434-CT-09;Dieuppeul 1 N∞ 2577 - DAKAR ;0;0
278;P-009A-09/SN;360;26/02/2009;5000000;14/02/2014;15 mois ;1435-CT-09;Espace RÈsidence Immeuble 37- Appt 04 Hann Maristes  - DAKAR ;0;0
279;P-059A-09/NGD ;361;27/02/2009;423729;02/03/2009;2 visites ;1436-CT-09;14, rue Galandou DIOUF DAKAR;0;0
280;P-040-09/SN ;362;27/02/2009;13500000;27/02/2009;12 mois ;1437-CT-09;FacultÈ des sciences Juridiques et politiques univerisitÇ CAD de DAKAR ;0;0
281;P-066A-09/NGD;368;05/03/2009;847457;05/03/2009;3 mois ;1438-CT-09;N∞ 10055 Sicap SacrÈ Coeur 3 - Dakar ;0;0
282;P-233B-08/SN ;369;27/02/2009;9000000;27/02/2009;12 mois ;1439-CT-09;Rue Alioune Badara Mbengue x Bd souleymane Bourel DIOUF;0;0
283;P-054-09/EMK;370;06/03/2009;500000;06/03/2009;10 jours ouvrables ;1440-CT-09;Km 14, Route de Rufisque - DAKAR ;0;0
284;P-070A-09/SN ;371;06/03/2009;850000;06/03/2009;6 mois ;1441-CT-09;Km 8 Bd du centenaire de la commune de Dakar ;0;1
285;P-071A-09/SN;372;06/03/2009;5000000;06/03/2009;18 mois ;1442-CT-09;Km 8 Bd du centenaire de la commune de Dakar ;0;1
287;P-075-09/NGD;374;06/03/2009;338983;06/03/2009;5 jours ;1444-CT-09;DAKAR ;0;0
288;P-041-09/NGD ;375;11/03/2009;1500000;11/03/2009;;1445-CT-09;Km 18, route de rufisque - DAKAR ;0;0
289;P-068-09/EMK ;376;12/03/2009;300000;12/03/2009;5 jours ouvrables ;1446-CT-09;6, route de Ngor - Ngor Almadies - DAKAR ;0;0
290;P-077-09/MP ;377;16/03/2009;150000;16/03/2009;5 jours ouvrables ;1447-CT-09;38, avenue Malick SY;0;0
291;P-067A-09/NGD;378;17/03/2009;4500000;17/03/2009;65 mois;1448-CT-09;Km 4.5 Bd du centenaire de la commune de Dakar ;1;0
292;P-245A-08/SN ;379;19/03/2009;7500000;19/03/2009;3 semaines ;1449-CT-09;La pointe des Almadies - DAKAR;0;0
293;P-084-09/NGD;380;18/03/2009;100000;18/03/2009;05 JOURS OUVRABLES   ;1450-CT-09;DAKAR ;0;0
294;P-074A-09/MP;381;19/03/2009;650000;19/03/2009;10 jours ouvrables ;1451-CT-09;Touba Sandaga,  Avenue Lamine GUEYE  - DAKAR ;0;0
295;P-065-09/NGD;382;19/03/2009;200000;19/03/2009;05 JOURS OUVRABLES   ;1452-CT-09;Lot N∞ 9 - ZONE 14, Almadies  - DAKAR ;0;0
296;P-082-09/MP;383;19/03/2009;250000;19/03/2009;05 JOURS OUVRABLES   ;1453-CT-09;Route des Almadies - DAKAR ;0;0
297;P-085A-09/BE;384;20/03/2009;2750000;20/03/2009;10 mois ;1454-CT-09;45, Boulevard Djily Mbaye  - DAKAR ;0;0
298;P-087-09/NGD ;385;23/03/2009;1600000;23/03/2009;3 mois ;1455-CT-09;Touba MosquÈe;1;0
299;P-088-09/NGD ;386;24/03/2009;3000000;24/03/2009;10 mois ;1456-CT-09;Touba MosquÈe;1;0
300;P-092-09/ABK ;387;27/03/2009;6830000;27/03/2009;5 mois ;1457-CT-09;LibertÈ 6 nord villa N∞167 (VDN) - DAKAR ;0;0
301;P-093-09/NGD;388;27/03/2009;254237;27/03/2009;05 JOURS OUVRABLES   ;1458-CT-09;km 7, route de Rufisque  - DAKAR ;0;0
302;P-078-09/NGD ;389;30/03/2009;1200000;30/03/2009;09 mois ;1459-CT-09;AmitiÈ 2 N∞ 4238 Dakar ;0;0
304;P-105-09/NGD ;403;02/04/2009;2852500;02/04/2009;10 mois ;1461-CT-09;A cÙtÈ de la SONATEL TOUBA ;1;0
305;P-107-09/NGD ;405;06/04/2009;200000;06/04/2009;5 jours ouvrables ;1462-CT-09;Villa N∞ 16 Ouest foire - DAKAR ;0;0
306;P-108-09/NGD ;406;06/04/2009;100000;06/04/2009;05 JOURS OUVRABLES   ;1463-CT-09;libertÈ VI - DAKAR ;0;0
307;P-090A-09/NGD ;440;06/04/2009;300000;06/04/2009;05 JOURS OUVRABLES   ;1464-CT-09;36, Nord Foire - DAKAR ;0;0
308;P-102-09/NGD;441;09/04/2009;2053000;09/04/2009;10 mois ;1465-CT-09;Quartier Thierno Kandji - DIOURBEL ;1;0
309;P-098A-09/MP;396;14/04/2009;2300000;14/04/2009;6 mois ;1466-CT-09;Lot N∞ 236 Soprim extension - DAKAR ;0;0
310;6004710;442;21/04/2009;3200000;21/04/2009;25 jours ouvrables ;1467-CT-09;SUNEOR : 32-36, rue du Dr Calmette - DAKAR ;0;0
311;P-110-09/MP;408;15/04/2009;1500000;15/04/2009;6 mois ;1468-CT-09;Km 16, route de Rufisque  - DAKAR ;0;0
312;P-058-08/NGD ;443;15/04/2009;2910000;15/04/2009;9 mois ;1469-CT-09;Rue 2 prolongÈe km 3,5 boulevard du centenaire - DAKAR;0;0
315;P-113A-09/EMK;411;20/04/2009;150000;20/04/2009;01  VISITE;1472-CT-09;12, bis route du front de terre - DerklÈ;0;0
316;P-116-09/NGD;414;20/04/2009;300000;20/04/2009;05 JOURS OUVRABLES   ;1473-CT-09;72, RÈsidence Hacienda - Maristes - DAKAR ;0;0
317;P-060-09/NGD;444;20/04/2009;600000;20/04/2009;12 mois ;1474-CT-09;47, SIPRES Mermoz - DAKAR ;0;0
318;P-123-09/BE;445;22/04/2009;900000;22/04/2009;1 SEMAINE ;1475-CT-09;MATAM ;0;0
319;P-051B-09/NGD;446;28/04/2009;2000000;28/04/2009;12 mois ;1476-CT-09;Immeuble ABIENA - 111, Rue Joseph GOMIS;0;0
320;P-121-09/BE;419;28/04/2009;3254237;28/04/2009;6 mois ;1477-CT-09;Direction des Services PÈnitentiaires - SacrÈ coeur 3 - DAKAR ;0;0
321;P-099A-09/BE;397;28/04/2009;1500000;28/04/2009;1 semaine ;1478-CT-09;Grand Yoff - DAKAR ;0;0
322;P-095A-09/NGD;393;29/04/2009;200000;29/04/2009;5 jours ouvrables ;1479-CT-09;"Dynamic MatÈriaux et Travaux
43, angle Boulevard gÇnäral de Gaulle
Dakar";0;0
323;P-096A-09/NGD;394;29/04/2009;423728;29/04/2009;5 jours ouvrables ;1480-CT-09;"Dynamic MatÈriaux et Travaux
43, angle Boulevard gÇnäral de Gaulle
Dakar";0;0
324;CONVENTION N∞08/155;447;04/05/2009;7600000;05/05/2009;NC;1481-CT-09;Km 18.5 route de Rufisque;0;0
325;P-072-09/NGD;448;07/05/2009;200000;07/05/2009;2 jours ouvrables ;1482-CT-09;65, Avenue Malick SY - DAKAR ;0;0
326;P-141-09/NGD;439;11/05/2009;600000;11/05/2009;05 JOURS OUVRABLES   ;1483-CT-09;HLM 6 N∞ 2610 - DAKAR ;0;0
327;P-148-09/NGD;449;14/05/2009;405000;14/05/2009;05 JOURS OUVRABLES   ;1484-CT-09;28, rue Amadou A. Ndoye x Mohamed 5 - DAKAR ;0;0
328;01/CAP/DDI/MEF/SANTE2/ALPAGES/05/09;450;15/05/2009;19650000;15/05/2009;03 MOIS ;1485-CT-09;"Cellule d'appui Ö la Mise en oeuvre des Projets et Programmes (CAP) 
Ministäre de l'Economie et des Finances 
188, Avenue Lamine Gueye prolongÈe x rue KlÇber 4Ëme et 5Ëme Ètages - DAKAR ";1;0
329;P-152-09/MP;451;15/05/2009;296610;15/05/2009;05 JOURS OUVRABLES   ;1486-CT-09;Parcelles Assainies unitÈ 14 N∞ 348 - DAKAR ;0;0
331;P-157-09/NGD ;453;27/05/2009;127118;27/05/2009;05 JOURS OUVRABLES   ;1488-CT-09;BP 80 - POUT ;0;0
332;P-139A-09/BE;454;28/05/2009;3200000;28/05/2009;04 MOIS ;1489-CT-09;Zone Industrielle de ThiËs ;0;0
333;P-149-09/NGD ;455;28/05/2009;350000;28/05/2009;05 JOURS OUVRABLES   ;1490-CT-09;1, AllÈe de l'embarcadËre  - DAKAR ;0;0
334;P-150A-09/EMK;456;29/05/2009;200000;29/05/2009;05 JOURS OUVRABLES   ;1491-CT-09;Immeuble RÈsidence Rond Point Jet d'eau - sicap libertÈ II - Porte 39 Esc. B - DAKAR;0;0
335;P-160-09/NGD ;457;04/06/2009;243220;04/06/2009;05 JOURS OUVRABLES ;1492-CT-09;1, AllÈe de l'embarcadËre  - DAKAR ;0;0
336;P-023-09/NGD;458;05/06/2009;2800000;05/06/2009;9 mois ;1494-CT-09;164, Rue MoussÈ DIOP - DAKAR ;0;0
337;P-166-09/NGD;459;05/06/2009;300000;05/06/2009;05 JOURS OUVRABLES ;1495-CT-09;Dakar - SÈnÈgal ;0;0
338;P-091B-09/SN ;460;08/06/2009;800000;08/06/2009;4 mois ;1496-CT-09;36, Nord Foire - DAKAR ;0;0
339;P-164-09/EMK ;461;04/06/2009;150000;04/06/2009;1 visite ;1493-CT-09;Mermoz - route de Ouakam - DAKAR ;0;0
340;P-167-09/MP ;462;09/06/2009;800000;09/06/2009;10 jours ouvrables ;1497-CT-09;Rue 14 prolongÈe HLM/SODIDA  - DAKAR ;0;0
341;P-162-09/NGD ;463;09/06/2009;6500000;09/06/2009;12 mois ;1498-CT-09;CitÈ Keur Damel en face YeungoulËne - DAKAR ;1;0
344;P-168-09/MP ;464;09/06/2009;4000000;09/06/2009;8 mois ;1499-CT-09;"TMMBTP S/C AGETIP 
Bd DJily Mbaye x BÈranger Ferraud
BP 143 - DAKAR ";1;0
345;P-169-09/MP ;465;10/06/2009;169490;10/06/2009;5 jours ouvrables ;1500-CT-09;Ouest foire - DAKAR ;0;0
346;P-299B-08/NGD;466;10/06/2009;750000;10/06/2009;1 visite ;1501-CT-09;5, rue FÈlix EbouÇ - DAKAR ;0;0
347;P-154-09/NGD;467;11/06/2009;600000;11/06/2009;15 mois ;1502-CT-09;S/C Cabinet Omar HACHEM - DAKAR;0;1
348;P-124A-09/NGD;468;17/06/2009;3200000;17/06/2009;12 mois ;1503-CT-09;SacrÈ Coeur 3 villa  N∞ 9063 - DAKAR ;0;0
349;10762;469;18/06/2009;1500000;18/06/2009;3 mois ;1504-CT-09;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
350;P-156A-09/ABK;470;22/06/2009;600000;22/06/2009;15 jours ouvrables ;1505-CT-09;11, rue Mohamed V - DAKAR ;0;0
351;P-120-09/FS ;471;24/06/2009;2200000;24/06/2009;15 jours ;1506-CT-09;1, Place de l'indÈpendance - DAKAR ;0;0
352;AVENANT P-246-07/BD;472;24/06/2009;1100000;24/06/2009;;1507-CT-09;Rue B Point E - DAKAR ;0;0
353;P-184-09/NGD;473;24/06/2009;800000;24/06/2009;02 MOIS ;1508-CT-09;"JAPPO ENTREPRISE S/C AGETIP 
Bd Djily Mbaye x BÈranger Ferraud / BP 143 DAKAR ";1;0
354;P-161A-09/NGD ;474;25/06/2009;400000;25/06/2009;5 jours ouvrables ;1509-CT-09;18, Avenue Lamine Gueye - DAKAR ;0;0
355;P-191-09/MP;475;29/06/2009;100000;29/06/2009;05 JOURS OUVRABLES   ;1510-CT-09;Villa 178, UnitÈ 4 Parcelles Assainies - DAKAR ;0;0
356;P-177B-09/EMK;476;29/06/2009;150000;29/06/2009;05 JOURS OUVRABLES   ;1511-CT-09;Mermoz - prËs de l'Ècole Police ;0;0
357;P-185-09/MP;477;01/07/2009;900000;01/07/2009;4 mois;1512-CT-09;Km 8 Bd du centenaire de la commune de Dakar ;0;0
358;P-197-09/NGD ;478;02/07/2009;200000;02/07/2009;05 JOURS OUVRABLES   ;1513-CT-09;Avenue Bourguiba, Immeuble Lambert DAKAR ;0;0
359;P-198-09/NGD;479;03/07/2009;350000;03/07/2009;05 JOURS OUVRABLES   ;1514-CT-09;Immeuble RÈsidence Rond Point Jet d'eau - sicap libertÈ II - Porte 39 Esc. B - DAKAR;0;0
360;P-196-09/MFF;480;06/07/2009;150000;06/07/2009;05 JOURS OUVRABLES   ;1515-CT-09;Mermoz VDN lot N∞ 13 - DAKAR ;0;0
362;;482;;0;;;CT-15;;0;0
363;;483;;0;;;CT-15;;0;0
364;P-178-09/MP ;484;07/07/2009;4670151;07/07/2009;8 mois ;1516-CT-09;Rufisque ;1;0
365;P-201-09/BE;485;08/07/2009;750000;08/07/2009;1 semaine ;1517-CT-09;1, rue Parent  x Abdoulaye Fadiga  - BP 1781 - DAKAR ;0;0
366;P-159-09/NGD;486;09/07/2009;500000;09/07/2009;05 JOURS OUVRABLES   ;1518-CT-09;Rue 4 x A Point E RÈsidence El Hadji Ibrahima SognÈ FAYE 1er Ètage - DAKAR ;0;0
367;P-204-09/NGD;488;10/07/2009;200000;10/07/2009;05 JOURS OUVRABLES   ;1520-CT-09;Avenue Bourguiba LibertÈ I villa N∞1036 - DAKAR ;0;1
369;BC N∞0143845;489;14/07/2009;800000;14/07/2009;15 jours ouvrables ;1522-CT-09;47, Avenue Hassan 2 - DAKAR ;0;0
370;P-203-09/NGD ;490;10/07/2009;2500000;10/07/2009;6 mois ;1519-CT-09;Touba;1;0
371;P-208A-09/BE;491;21/07/2009;1000000;22/07/2009;10 mois;1524-CT-09;18, Avenue Lamine Gueye - DAKAR ;1;0
372;P-217-09/SN;492;21/07/2009;1500000;22/07/2009;10 mois;1525-CT-09;18, Avenue Lamine Gueye - DAKAR ;1;0
373;P-216-09/NGD ;493;20/07/2009;677966;20/07/2009;15 jours ouvrables ;1530-CT-09;37, Avenue Faidherbe - DAKAR ;0;0
374;P-219-09/NGD;494;22/07/2009;1450000;22/07/2009;2 mois;1528-CT-09;;0;0
375;154122;495;21/07/2009;900000;21/07/2009;10 Jours ouvrables;1523-CT-09;47, Avenue Hassan 2 - DAKAR ;0;0
376;P-222-09/MP;499;24/07/2009;338983;24/07/2009;5 jours ouvrables;1531-CT-09;;0;0
378;P-206-09/NGD;500;23/07/2009;1800000;23/07/2009;;1529-CT-09;;0;0
379;P-190-09/MFF;502;21/07/2009;1000000;22/07/2009;;1526-CT-09;;0;0
380;P-073C-07/SN;503;06/04/2007;1600000;06/04/2007;17 semaines ;1527-CT-09;164, Rue MoussÈ DIOP - DAKAR ;0;0
381;AVENANT P-232-07/NGD ;504;27/07/2009;500000;27/07/2009;;1532-CT-09;"BATIMENT GENERAL S/C AGETIP 
BD. Djily Mbaye x BÈranger Ferraud
BP 143 - DAKAR";1;0
382;P-205A-09/SK ;505;30/07/2009;3600000;30/07/2009;6 mois ;1533-CT-09;Point E - AllÈes Seydou Nourou TALL rue de Louga - DAKAR ;0;0
383;P-205A-09/SK BIS;506;;8400000;;12 mois ;1533-CT-09 BIS ;Point E - AllÈes Seydou Nourou TALL rue de Louga - DAKAR ;0;0
384;P-086A-09/NGD;507;31/07/2009;3500000;31/07/2009;12 mois;1534-CT-09;Rue 1 x D point E;0;0
385;P-224-09/NGD ;525;03/08/2009;700000;03/08/2009;05 JOURS OUVRABLES   ;1535-CT-09;Avenue Djily MBAYE x Beranger Ferraud;1;0
386;P-230-09/NGD ;592;05/08/2009;300000;05/08/2009;05 JOURS OUVRABLES   ;1536-CT-09;1, Avenue Bourguiba - DAKAR ;0;0
387;P-250A-08/BE;681;06/08/2009;5900000;06/08/2009;12 mois ;1537-CT-09;"SCI NADIEMA S/C BEAD
Immeuble ABIENA, 111 rue Joseph Gomis 
DAKAR ";0;0
388;COURRIER IMM/3194 DU 05-08-09;555;07/08/2009;12600000;01/10/2009;6 mois;1538-CT-09;"AMBASSADE DE FRANCE 
Monsieur le TrÈsorier Payeur pour l'Etranger 
1, rue Amadou A. NDOYE / BP 402 - DAKAR ";1;0
389;P-228-09/NGD ;618;13/08/2009;1900000;13/08/2009;7 mois ;1540-CT-09;"250, Quartier Djedah Thiaroye Kaw 
DAKAR ";0;0
390;P-238-09/NGD ;843;14/08/2009;150000;14/08/2009;05 JOURS OUVRABLES   ;1541-CT-09;37, Avenue Faidherbe - DAKAR ;0;0
391;P-241A-09/MP;844;20/08/2009;600000;20/08/2009;10 jours ouvrables ;1542-CT-09;90, avenue Blaise Diagne - DAKAR ;0;0
392;P-234A-09/MP;849;24/08/2009;900000;24/08/2009;10 jours ouvrables;1543-CT-09;Tambacounda ;0;0
393;P-188-09/NGD ;850;25/08/2009;2500000;25/08/2009;4 mois ;1544-CT-09;1, AllÈe de l'embarcadËre  - DAKAR ;0;1
394;P-033-09/NGD;882;26/08/2009;250000;26/08/2009;05 JOURS OUVRABLES   ;1545-CT-09;26, rue Grasland - DAKAR ;0;0
395;P-242A-09/NGD ;883;28/08/2009;1400000;28/08/2009;6 mois ;1546-CT-09;15, avenue Bourguiba - DAKAR ;0;0
396;P-231A-09/MP;892;28/08/2009;500000;28/08/2009;4 mois ;1547-CT-09;Km 8 Bd du centenaire de la commune de Dakar ;0;0
397;P-245-09/NGD;893;31/08/2009;150000;31/08/2009;05 JOURS OUVRABLES   ;1548-CT-09;Villa N∞ 16 Ouest foire - DAKAR ;0;0
398;P-236-09/BE;894;01/09/2009;3495762;01/09/2009;NC;1549-CT-09;Villa N∞ 2367 Sicap Dieuppeul 2 - DAKAR ;0;0
399;P-244-09/EMK;888;02/09/2009;84745;02/09/2009;02 JOURS OUVRABLES  ;1550-CT-09;;0;0
400;P-247-09/FS;891;03/09/2009;400000;03/09/2009;05 JOURS OUVRABLES   ;1551-CT-09;RUFISQUE ;0;0
401;P-253-09/NGD ;895;07/09/2009;300000;07/09/2009;05 JOURS OUVRABLES   ;1552-CT-09;MÈdina 2 , lot 588/A - KAOLACK ;0;0
402;P-250-09/MFF;896;07/09/2009;169491;07/09/2009;05 JOURS OUVRABLES   ;1553-CT-09;DAKAR ;0;0
403;P-223A-09/ABK;897;11/09/2009;2600000;11/09/2009;15 jours ouvrables ;1554-CT-09;Route des PËres Maristes  - DAKAR ;0;0
404;P-128B-09/SN ;898;11/09/2009;500000;11/09/2009;30 jours ;1555-CT-09;Sicap sacrÈ coeur 3 villa N∞9343 - DAKAR;0;0
405;P-193-09/ABK ;899;15/09/2009;1800000;15/09/2009;7  mois ;1556-CT-09;SacrÈ coeur 3 Pyrotechnie - villa N∞ 207 - DAKAR ;0;0
406;MARCHê N¯117-2007;903;07/08/2009;13859450;07/09/2009;03 MOIS ;1557-CT-09;DAKAR ;1;0
407;P-258-09/EMK ;904;17/09/2009;63560;17/09/2009;05 JOURS OUVRABLES   ;1558-CT-09;SacrÈ Coeur 3 x VDN  N∞ 9071 - DAKAR ;0;0
408;P-232A-09/NGD;905;22/09/2009;500000;22/09/2009;05 JOURS OUVRABLES   ;1559-CT-09;Immeuble A, Appt. N∞3, 2Ëme Ètage rond point jet d'eau - Avenue Bourguiba / DAKAR ;1;0
409;P-260-09/MP;907;28/09/2009;200000;28/09/2009;05 JOURS OUVRABLES   ;1560-CT-09;1 CitÈ ISRA - Immeuble Thiouth Bourguiba - DAKAR ;0;0
410;P-263-09/BE;917;30/09/2009;1500000;30/09/2009;;1561-CT-09;Boulevard de l'est -Immeuble Ibrahima NDIAYE -point E;0;0
411;685 0 00 09-00155-00;918;02/10/2009;1200000;02/10/2009;10 jours ouvrables ;1562-CT-09;Ngor derriËre  HÙtel  Ngor Diarama - DAKAR;1;0
412;P-268-09/NGD ;919;02/10/2009;296610;02/10/2009;05 JOURS OUVRABLES   ;1563-CT-09;1, rue de Tambacounda Point E - DAKAR ;0;0
413;P-270-09/NGD;920;06/10/2009;450000;06/10/2009;10 jours ouvrables ;1564-CT-09;Thiaroye sur mer en face nouveau Quai de pÍche 1Ëre porte - DAKAR ;1;0
414;P-263-09/NGD;921;08/10/2009;800000;09/10/2009;05 JOURS OUVRABLES   ;1565-CT-09;Boulevard  GÈnÈral De Gaulle - Dakar ;0;0
415;P-274-09/NGD;922;08/10/2009;1500000;08/10/2009;3 mois ;1566-CT-09;9, rue Amadou A. NDOYE - DAKAR ;0;0
416;09/160;923;13/10/2009;9000000;13/10/2009;8 mois;1567-CT-09;Place de l'UnitÈ africaine - DAKAR;0;0
417;N∞09/161;924;14/10/2009;9206200;14/10/2009;8 mois ;1568-CT-09;Place de l'UnitÈ africaine - DAKAR;0;1
418;P-146C-08/NGD;925;14/10/2009;3500000;14/10/2009;12 mois ;1569-CT-09;38, avenue Malick SY;0;0
419;P-220-09/MP;926;20/10/2009;2000000;20/10/2009;5 mois ;1570-CT-09;Avenue Cheikh A. Bamba X Rue 38 en face place de l'obÈlisque;0;0
420;P-276-09/NGD;927;20/10/2009;500000;20/10/2009;10 jours ouvrables ;1571-CT-09;;0;0
421;P-267A-09/MP;928;21/10/2009;1800000;21/10/2009;8 mois ;1572-CT-09;SacrÈ Coeur 3 villa N∞9732 - DAKAR ;0;0
422;P-288-09/NGD;929;23/10/2009;150000;23/10/2009;5 jours ouvrables;1573-CT-09;s/c Monsieur Moustapha DIENE  DÈpartement GÈologie F.S.T. 2Ëme Ètage  dernier bÉtiment  - DAKAR ;0;0
423;P-240A-09/BE;930;26/10/2009;1000000;26/10/2009;45 jours ouvrables ;1574-CT-09;"250, Quartier Djedah Thiaroye Kaw 
DAKAR ";0;0
424;P 289-09/ABK;931;26/10/2009;100000;26/10/2009;05 JOURS OUVRABLES   ;1575-CT-09;Immeuble DRAME Rte gare routiËre, escale - KOLDA ;0;0
425;P 275B-09/NGD;932;27/10/2009;3000000;27/10/2009;1mois ;1576-CT-09;38, Ouest Foire - Dakar ;0;0
426;P 296-09/NGD ;933;28/10/2009;200000;28/10/2009;05 JOURS OUVRABLES   ;1577-CT-09;Km 22, Route de Rufisque - DAKAR ;0;0
